texto,sensivel
"







INSTRUÇÃO NORMATIVA nº 15, de 20 de maio de 2016.
 
Dispõe sobre o procedimento de
análise dos estudos de alteração do Coeficiente de Rendimento Volumétrico -
CRV, conforme art. 5º, da Res. CONAMA nº 474, de 06 de abril de 2016.
 
O SECRETÁRIO DE ESTADO DE MEIO AMBIENTE, no uso
de suas atribuições constitucionais e legais que lhe conferem o art. 71, inciso
IV, da Constituição do Estado de Mato Grosso, bem como o inciso XIII do art. 32
da Lei Complementar nº 566, de 20 de maio de 201",0
"     RESOLUÇÃO - CEPS N. 096/2010-CEE/MT  O PRESIDENTE DO CONSELHO ESTADUAL DE EDUCAÇÃO DE MATO GROSSO, no uso de suas atribuições legais, considerando o que dispõe a Resolução Nº169/2006-CEE/MT, e tendo em vista o que consta do Processo Nº 366054/2010-SECITEC/MT, e do Parecer CEPS Nº 119/2010-CEE/MT, aprovado em 26 de outubro de 2010, R E S O L V E: Art. 1º - Autorizar a oferta do Curso Técnico em Enfermagem, do Eixo Tecnológico Ambiente, Saúde e Segurança, da Educação Profissional Técnica de N",1
"










LOTACIONOGRAMA TRIMESTRAL - SEDEC




Conforme Decretos nº 1.181, de 12 de Junho de 2012;
  2.226, de 26 de Março de 2014 ; 2.234 de 28 de março de 2014 e  2.302, de 14
  de Abril de 2014.




NOME DO SERVIDOR


CARGO


SITUAÇÃO FUNCIONAL


SUBSÍDIO - VALOR BRUTO




abr/15


mai/15


jun/15




1


Adeonilson Benedito de Souza


Gerente de Transportes


Excl.Comissão/Sedec


 R$               1.750,00


 R$                1.750,00


 R$                1.750,00




2


Aderson At",0
"







PORTARIA DE SUBSTITUIÇÃO N.º 180/2022/MTPREV
Designa colaboradores para exercer a função de Fiscal Titular, Fiscal
Substituto e Gestor do contrato abaixo.
O
PRESIDENTE DO Mato Grosso Previdência -
MTPREV, no uso das atribuições que lhe confere a Lei Complementar 560 de
31 de dezembro de 2014.
CONSIDERANDO o disposto no art. 67 da Lei nº 8.666/93 e o art.99 §3°
inciso I do Decreto Estadual nº840/2017, acerca da necessidade de
acompanhamento, fiscalização do contrato celebrado atravé",0
"



PORTARIA Nº 65/2012/GAB-SESP

Designa servidor para a função de Fiscal de Contrato de Aquisição vigente na Secretaria de Estado de Segurança Pública.

O SECRETÁRIO DE ESTADO DE SEGURANÇA PÚBLICA, no uso das atribuições conferidas pelo Decreto Estadual nº 502 de 30 de junho de 2011 e,
CONSIDERANDO o disposto no art. 67 da Lei nº 8.666/93 e no art. 102 do Decreto Estadual nº 7.217/06, acerca da necessidade de acompanhamento, fiscalização e demais providências pertinentes aos Contratos,
RESOL",0
"          PORTARIA Nº. 430/2009/GS/SEDUC/MT O SECRETÁRIO DE ESTADO DE EDUCAÇÃO, no uso de suas atribuições legais que lhe confere o art. 75, §1º da Lei Complementar nº. 207 de 29.12.2004, e; Considerando a justificativa apresentada pela Comissão Processante,  RESOLVE: Art. 1º - Prorrogar por igual período os efeitos da Portaria nº. 313/2009/GS/SEDUC/MT publicada no Diário Oficial 24/08/2009 para apurar possíveis irregularidades administrativas praticadas, em tese, pelo servidor LUIZ CARLOS INÁCI",1
    PORTARIA CONJUNTA NÂº 264/2013/AGE-COR/SES O SECRETÃ,1
"        DECRETO Nº         1.095,            DE   18   DE           JULHO          DE 2017.   Dispõe sobre a estrutura organizacional da Secretaria de Estado de Planejamento - SEPLAN, a redistribuição dos cargos em comissão e funções de confiança.   O GOVERNADOR DO ESTADO DE MATO GROSSO, no uso das atribuições que lhe confere o art. 66, incisos III e V, da Constituição Estadual,   D E C R E T A:   Art. 1º A Secretaria de Estado de Planejamento - SEPLAN tem por finalidade coordenar o planej",1
"







DECRETO Nº        
742,           DE    26    DE         FEVEREIRO        DE 2024.
 
Concede Medalha ao servidor Policial Militar que
abaixo menciona.
 
O GOVERNADOR DO ESTADO DE MATO GROSSO, no uso das atribuições que lhe confere o artigo 66,
inciso III, da Constituição Estadual, tendo em vista o que consta no Processo PM-PRO-2023/10937,
 
D E C R E T A:
 
Art. 1º
 Fica concedida a MEDALHA DE TEMPO DE SERVIÇO - COBRE com fita passador
de PRATA ao servidor adiante mencionado, por co",0
"       PORTARIA N. 013/2011/GS/SEDUC/MT                                 A Secretária de Estado de Educação, no uso de suas atribuições legais, que dispõe o artigo 43 e seguintes da Instrução Normativa Conjunta AGE/SEPLAN/SEFAZ nº. 03, de 14 de maio de 2009, e considerando o teor dos processos nº. 110742/2005, n° 298798/2008, n° 600220/2007, n° 588957/2007, n° 571157/2007 e n° 571145/2007.                                             RESOLVE:                                        Art. 1º - Prorro",1
"        PORTARIA Nº. 022/2017/SECITEC/MT   O Secretário de Estado de Ciência Tecnologia e Inovação, no uso de suas atribuições legais que lhe são conferidas, tendo em vista o que dispõe o artigo 13, da Lei Complementar nº. 269/2007 e o Regimento Interno do Tribunal de Contas do Estado de Mato Grosso, aprovado pela Resolução nº 014/20017, considerando a Portaria nº. 12/2017/SECITEC/MT publicada no D.O.E em 10/04/2017, RESOLVE:   Art. 1º Alterar o art. 2º da Portaria nº. 12/2017/SECITEC/MT p",1
"        PORTARIA Nº 137/2024/GS/SEDUC/MT.   Dispõe sobre autorização de adesão ao Regime de Teletrabalho.   O SECRETÁRIO DE ESTADO DE EDUCAÇÃO, no uso das atribuições legais que lhe confere o artigo 71 da Constituição Estadual, e; CONSIDERANDO o disposto na Lei Complementar nº 709, de 20 de dezembro de 2021, que estabelece a modalidade de teletrabalho como uma das formas de cumprimento da jornada de trabalho no âmbito do Poder Executivo do Estado de Mato Grosso, o Decreto n° 1.413, de 20 d",1
"







PORTARIA Nº 0009/2022 - CCAD/CADSS/SGP/ GBSAGTES/SES/MT
 
O SECRETÁRIO DE ESTADO DE SAÚDE, no uso de suas atribuições legais, e
CONSIDERANDO
o disposto na Lei Complementar nº 441, de 24 de outubro de 2011. no Decreto nº
3006, de 05 de maio de 2004 e no Decreto nº 3444, de 07/07/2004.
R E S O L V E:
Art. 1º Homologar as Avaliações de Desempenho do (s) Servidor
(es) da Secretaria de Estado de Saúde, conforme planilha anexa a esta portaria,
nos termos do Art. 9º do Decreto nº 3.006, de ",0
"







PORTARIA Nº. 008/PAD
533292-2016/2018/POLITEC
O DIRETOR GERAL DA
PERÍCIA OFICIAL E IDENTIFICAÇÃO TÉCNICA DO ESTADO DE MATO GROSSO - POLITEC/MT,
no uso de suas atribuições que lhe são conferidas pelo artigo 2º, §1º, inciso
III da Lei Complementar nº. 391, de
27/04/2010.                                                     Considerando a
solicitação de prorrogação de prazo formulada e fundamentada pela presidência
da Comissão Processante, para o término dos trabalhos elucidativos do ",0
"



PORTARIA CONJUNTA NÂº 629/2012/AGE-COR/SEDUC

O SECRETÃ",0
"







RESOLUÇÃO
CIB/MT AD REFERENDUM Nº 40, DE 11 DE ABRIL DE 2022
Dispõe sobre a operacionalização, distribuição,
armazenamento e aplicação das vacinas Janssen (Johnson & Johnson) e
Pfizer/Comirnaty contra a
Covid-19, no âmbito do estado de Mato Grosso, provenientes da 87ª remessa (99ª Pauta e 100ª Pauta) advindas do
Programa Nacional de Imunizações - PNI do Ministério da Saúde.
A
COMISSÃO INTERGESTORES BIPARTITE DO ESTADO DE MATO GROSSO - CIB/MT, no uso de suas atribuições
legais e co",0
"



EDITAL COMPLEMENTAR NÂº 006/2013/GS/SEDUC/MT
AO EDITAL NÂº004/2013/GS/SEDUC/MT


O SECRETÃ",0
"    DECRETO Nº              2.178,              DE   08   DE           OUTUBRO             DE 2009.  Introduz alterações no Regulamento do ICMS e dá outras providências.  O GOVERNADOR DO ESTADO DE MATO GROSSO, no uso das atribuições que lhe são conferidas pelo artigo 66, inciso III, da Constituição Estadual, e  CONSIDERANDO a necessidade de se atualizar o Regulamento do ICMS, aprovado pelo Decreto nº 1.944, de 6 de outubro de 1989,  D E C R E T A:  Art. 1º O Regulamento do ICMS, aprovado pelo De",1
"     PORTARIA /SEDRAF/Nº 17/2011. O Secretário de Estado de Desenvolvimento Rural e Agricultura Familiar e no uso de suas atribuições legais e regimentais; Considerando a necessidade de desenvolver ações necessárias à experimentação, desenvolvimento e implantação de gerenciamento participativo das atividades da CECAF; RESOLVE:  Art. 1º - Criar grupo de Trabalho Gestor da central de apoio à comercialização da Agricultura Familiar – CECAF do território da cidadania da Baixada Cuiabana. As atividad",1
                                                  PORTARIA NÂº 053/2011/GAPL/CADQV/SGP. O SECRETÃ,1
"        PORTARIA N° 352/2017/GP/DETRAN/MT O PRESIDENTE DO DEPARTAMENTO ESTADUAL DE TRÂNSITO-DETRAN-MT, no uso das atribuições que lhe são conferidas e nos termos do Artigo 67 da Lei n° 8.666/1993. RESOLVE: Art. 1°. Designar osservidores para acompanhar e fiscalizar o(s)seguinte(s) contrato(s):      N°   Contrato   OBJETO   FISCAL   TITULAR   FISCAL   SUBSTITUTO     017/2017 SERRA   & RIBEIRO LTDA - EPP   Contratação de empresa   especializada na prestação de Serviços de gerenciamento e",1
"        PORTARIA Nº 242/2017/CGE-COR/SEJUDH   O SECRETÁRIO DE ESTADO DE JUSTIÇA E DIREITOS HUMANOS, no uso de suas atribuições que lhe são conferidas pelos artigos 69 e 75, §1º da Lei Complementar nº 207, de 29/12/2004, alterada pela Lei Complementar nº 213, de 09/07/2005; Considerando a justificativa do pedido de substituição de membro da Comissão Processante do Processo Administrativo Disciplinar nº 009/2016; Considerando o Princípio do Contraditório e da Ampla Defesa, com fulcro no art.",1
"    LEI N°            9.102,               DE   24   DE             MARÇO                DE 2009.  Autor: Poder Executivo Autoriza o Poder Executivo a contratar operação de crédito junto ao Banco Nacional de Desenvolvimento Econômico e Social – BNDES, no âmbito da Linha de Financiamento para a Modernização da Administração da Receita e da Gestão Fiscal, Financeira e Patrimonial das Administrações Estaduais – PMAE, a oferecer garantias e dá outras providências.  A ASSEMBLEIA LEGISLATIVA DO ESTADO",1
"



PORTARIA N. 00130/2014 - CEE/MT
�
O�PRESIDENTE DO CONSELHO ESTADUAL DE EDUCA��O DE MATO GROSSO, no uso de suas atribui��es legais, e mediante o disposto na Resolu��o n� 001/2014-CEE/MT, e � vista do Processo n� 059/2014-CEE/MT.
RESOLVE:
Art. 1� - Constituir Comiss�o Verificadora, conforme abaixo relacionada, para verificar in loco o pedido da Escola Estadual 14 de Fevereiro do munic�pio de Pontes e Lacerda/MT para Autoriza��o do Curso T�cnico em Recursos Humanos, Eixo Tecnol�gico Gest�o e Ne",0
"







GOVERNO DO ESTADO DE MATO
GROSSO
CONSELHO ESTADUAL DO MEIO
AMBIENTE - CONSEMA
 
RESOLUÇÃO
CONSEMA - 058/15
Cuiabá,
25 de fevereiro de 2015.
9ª
Reunião Ordinária
 
O
Conselho Estadual do Meio Ambiente - CONSEMA, no exercício de sua competência
prevista no art. 3º da Lei Complementar nº 38, de 21 de novembro de 1995,
alterada pela Lei Complementar nº 232, de 21 de dezembro de 2005;
 
Considerando
a audiência pública que apresentará o Estudo de Impacto Ambiental e Relatório
de Imp",0
"







PORTARIA Nº 066/2022/SAOR/SINFRA
A Secretaria de Estado de Infraestrutura e Logística,
no uso de suas atribuições e prerrogativas legais, considerando as disposições
da Lei Federal nº. 8666, de 21 de junho de 1993, Seção IV, Art. 67, por meio do
Secretário Adjunto de Obras Rodoviárias, ENG.° NILTON DE BRITTO,
respaldado pela Portaria nº 016/2019/GS/SINFRA, de 21 de fevereiro de 2019, RESOLVE:
Art. 1º Nomear servidores como representantes da
Secretaria de Estado de Infraestrutura e L",0
"    LEI Nº                8.858,                   DE   09   DE              ABRIL                 DE 2008.  Autor: Mesa Diretora Altera dispositivos da Lei nº 7.860, de 19 de dezembro de 2002, modificadas pelas Leis nº 8.296, de 18 de fevereiro de 2005 e nº 8.450, de 13 de janeiro de 2006 e dá outras providências.  A ASSEMBLÉIA LEGISLATIVA DO ESTADO DE MATO GROSSO, tendo em vista o que dispõe o Art. 42 da Constituição Estadual, aprova e o Governador do Estado sanciona a seguinte lei:  Art. 1º  ",1
"







DECRETO N°        1.336,         DE         30     
      DE      MARÇO         DE 2022.
 
Institui o Programa de Recondicionamento de Equipamentos Eletrônicos -
Programa RECYTEC, no âmbito da Administração Pública Direta, Autárquica e Fundacional
do Poder Executivo do Estado de Mato Grosso.
 
O GOVERNADOR DO ESTADO DE MATO GROSSO, no uso das
atribuições que lhe confere o art. 66, inciso III, da Constituição Estadual, tendo
em vista o que consta no Processo nº CASACIVIL-PRO-2022/006",0
"        PORTARIA N°. 036/2024/GAB/SECEL   Dispõe sobre a substituição de servidor para fiscalização da Proposta Nº 1335-2021   O SECRETÁRIO DE ESTADO DE CULTURA, ESPORTE E LAZER DE MATO GROSSO, no uso de suas atribuições e prerrogativas legais resolve:   Art. 1º - SUBSTITUIR, a Fiscal do Termo de Colaboração nº 1335-2021, Thais Arrais da Costa, designado com fulcro no artigo 46 da Instrução Normativa Conjunta SEPLAN/ SEFAZ/CGE nº 001/2015, de 27 de fevereiro de 2015, o servidor abaixo para ",1
"



DECRETO Nº         2.316,        DE   30   DE       DEZEMBRO         DE 2009.

Regulamenta o art. 12, incisos V e VII, da Lei Complementar nº 365, de 25 de setembro de 2009, alterada pela Lei Complementar nº 370, de 11 de novembro de 2009, para o exercício de 2010.

O GOVERNADOR DO ESTADO DE MATO GROSSO, no uso das atribuições que lhe confere o artigo 66, inciso III, da Constituição Estadual,

DECRETA:

Art. 1º  Nos termos do § 3º, do art. 12 da Lei Complementar nº. 365, de 25 de setembro de",0
"    PORTARIA Nº 128/2013/SENF-SEFAZ Designa Servidor para atuar como Fiscal de Contrato.  A SECRETÁRIA ADJUNTA EXECUTIVA DO NÚCLEO FAZENDÁRIO - SENF, no uso das atribuições legais nos termos do artigo 2° do Decreto n° 1.806, de 30 de janeiro de 2009, combinado com o artigo 42 do Decreto n° 300, de 29 de abril de 2011 e artigo 67 da Lei n° 8.666, de 21 de junho de 1993,  Considerando a necessidade de designar servidores para fiscalizar os Contratos e Instrumentos jurídicos congêneres da Secretari",1
"







*DECRETO
Nº      1.491,       DE      27       DE        SETEMBRO        DE 2022.
 
Altera o Decreto nº 951, de 20 de maio de 2021, que institui
o Sistema de Governança Digital dos Eixos Simplifica MT e Eficiência Pública no
âmbito do Programa ""Mais MT"" - Programa de Investimentos em Obras e
Ações do Governo do Estado de Mato Grosso.
 
O GOVERNADOR DO ESTADO DE MATO GROSSO, no uso das atribuições que lhe confere o artigo 66,
incisos III da Constituição Estadual, tendo em vista o que",0
"    LEI N°            9.025,             DE   26   DE            NOVEMBRO            DE 2008.  Autor: Deputado Gilmar Fabris Adita o inciso VI, ao Art. 2º da Lei nº 8.699, de 09 de agosto de 2007.  A ASSEMBLÉIA LEGISLATIVA DO ESTADO DE MATO GROSSO, tendo em vista o que dispõe o Art. 42 da Constituição Estadual aprova e o Governador do Estado sanciona a seguinte lei:  Art. 1º  Fica aditado o inciso VI, ao Art. 2º da Lei nº 8.699, de 09 de agosto de 2007, que terá a seguinte redação:  “Art. 2º (..",1
"        PORTARIA CONJUNTA Nº 014/2024/SEPLAG/EMPAER   Altera a composição da Comissão Especial Conjunta instituída entre a Secretaria de Estado de Planejamento e Gestão e a Empresa Mato-grossense de Pesquisa, Assistência e Extensão Rural, para alienação conjunta de bens imóveis dominicais urbanos e rurais da Empresa Mato-grossense de Pesquisa, Assistência e Extensão Rural, mediante leilão eletrônico e prorroga o prazo dos trabalhos da Comissão.   O SECRETÁRIO DE ESTADO DE PLANEJAMENTO E GES",1
"     PORTARIA  N. 125/2011 - CEE/MT  O PRESIDENTE DO CONSELHO ESTADUAL DE EDUCAÇÃO DE MATO GROSSO, no uso de suas atribuições legais, e mediante o disposto na Resolução n. 169/06-CEE/MT, e à vista do Processo nº 836//WEB/2011-CEE/MT. RESOLVE  Art. 1º - Constituir Comissão Verificadora, conforme abaixo relacionada, para verificar ""in loco"" o pedido do SENAI VARZEA GRANDE para Autorização do Curso Técnico em Açúcar e Álcool do Eixo Tecnológico Produção Industrial.  José Masson Olaurildes Corrente ",1
